Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Amount,Class
90395.53,1.6446397280443967,0.7423365342919434,-2.0717748563195344,-0.0506268847023132,1.6903908153742313,-0.7685151438336825,0.0423775811357209,-1.8389168262407807,0.5451550382444337,0.7982948070172258,1.8326363970545674,1.8498521806937427,-1.0001709837100417,-0.6704721647303964,110.45,0
53925.07,1.3812437070838068,2.4310815649244275,-0.9732129573373105,0.2860646121511802,1.5604480465227655,-1.6036085699348357,0.9617763142952813,1.45957914513521,-0.1574467599532893,-0.20939543983892966,0.35897568884521497,0.1449162136620253,0.9925765652987693,0.7888166065197026,29.88,0
53330.62,0.7936320861921677,-0.5835176222660476,0.8278230482426476,-0.13939063196975265,0.48013530356073064,1.315760075205369,-0.35873457048973983,-1.2718008860225174,-0.9111888199354157,0.8677904966473216,-1.3248078782649475,-0.8145005880840221,-0.8695028080274116,-1.6709499127134113,116.1,0
147464.05,-0.6492458136439446,-1.8708971562174344,1.4564711614383847,-0.3472681236989443,0.11848216666781615,0.19560891989734194,2.358344060252565,-0.6472198176391831,-0.14886745165733814,0.31746117158602416,-1.2565001737283086,0.09163597059661,0.9734932657207719,0.18678980116771707,81.13,0
141418.4,0.4781655014524512,1.1659301897789969,0.28015384727830306,1.3047695335861749,-0.22047012568823185,-1.9436455219672182,-0.11812654619784384,-0.05158190818811408,-0.05400409714423634,-1.5772637583138152,-1.362174419812087,-0.4732741241549058,-0.016467111655172978,-0.2640850547671388,58.84,0
43691.06,-0.8315826095013754,-0.40156363784872384,0.8822658408898091,0.20625272289879457,-1.5127191830857292,0.5764993684555288,-2.182595001575227,-1.9811809261253444,1.7860033666767676,1.3208682495948507,-0.40783547527170777,-0.10804131746735668,0.15731738798915704,-0.30898823662397223,73.45,0
111304.47,-0.017749481085453385,-1.2259333518073656,-0.3145095721280831,0.6956923491929311,-0.7304240557636197,0.19328761965215835,1.1793378736677906,-0.24528134975065138,-0.4985449845097276,-1.5136958897514718,0.4764975922425882,0.9214667022599221,0.3770202503898897,-0.3012553138716055,73.06,0
116928.71,0.5747400146542684,0.8658903459511876,1.7818042835576675,-0.5376795572200808,0.9698270964751656,-2.4356309465618216,0.015789856006677604,-2.214902132674103,-0.7470059813825118,-1.1512317469159847,-1.4777503289557397,-0.06342016036577167,-1.1293298073055498,-1.1869345341066313,60.34,0
65067.6,0.02284742067715879,0.15841996005720696,-0.4000801497727605,-0.49474138284091074,2.279323730954958,1.0666914462312431,-1.29944910225995,0.1096775804020661,0.7408512239545656,2.4705636222554315,-0.4430723835165379,0.3301851426942133,-0.4125031687914924,-0.16182695074798004,81.73,0
142398.67,1.9542121990690977,-0.27431126215961327,1.6681740675812142,0.905502020299898,-0.21473328319549,-0.6693696790658785,-1.08264319448209,0.5371200662251838,1.2555710420958481,0.35638839678335704,1.5404051667087193,0.4182817450674915,-0.43308343726815324,0.3898244862958298,65.35,0
1600.89,-1.3656086566245955,0.801321771539975,-0.1100155770123305,-0.3459191314952536,0.9056475975529068,0.502683544353332,-0.03687073315929284,-0.09283479803735332,-1.602229750934291,1.1596002884631027,0.7742460128300491,-1.518011247192906,0.04096705770884062,-0.760306523550026,76.04,0
31935.2,1.1504022121698374,0.15900618387203172,-1.8103501372284057,-0.6756200511350917,-1.392082859993544,-1.3580125488165529,-0.5672042796460319,-1.2275807664224283,0.15483643656455984,-0.04870170601311395,1.4757026429255353,-0.7160263374499927,-1.8034047419201764,-0.16939287842083575,141.86,0
27564.44,-0.003394475858041214,0.22280591180639772,-0.01893292909275048,1.229914811573618,1.0623073725847232,-0.507545201959108,-1.158370489164748,-0.050645568170958874,-0.022303057297288487,0.4358303257465233,-1.1599798705592534,1.4487495072874512,1.7026294742083599,-1.1600574300892117,96.63,0
172096.52,0.062068082757105354,0.11118825588035895,0.8239614867528722,1.132871311285169,0.5251373927637752,-0.35655781611363,-1.1491570986202926,-0.9292825104028948,0.7904390718212426,-0.05646198678703623,-0.27990438621158753,0.7008717095847575,-1.199330660850198,-0.9613960978208932,119.34,0
78406.7,-0.40847567896662307,-0.2130893632106903,1.3867514155102014,0.931861733821036,-0.24224632962759726,-1.7057535125646595,-0.8831383852046876,0.8511230970844464,-0.10573189513752591,-0.15036160572746435,2.413202433224019,-0.44351244628127434,1.429551968410431,-0.5291083896025753,199.23,0
121384.41,0.8654680512939443,1.365177687275595,-0.36015530874489216,0.003984406648811686,-2.0865137774677334,-0.3587603276244473,-0.781109242510724,-0.6566145452743398,-0.9552462743059926,0.21408851199716447,-0.5829003124649007,1.6808042984251377,0.5178113829251488,1.1430015094638677,87.41,0
